date,region,category,units,unit_price,revenue,marketing_spend,satisfaction
2023-11-29,West,Appliances,5,368.13,2300.81,228.39,4.3
2023-11-30,South,Furniture,9,207.58,1587.99,164.12,3.4
2023-11-30,North,Furniture,8,346.38,2771.04,240.05,4.0
2023-11-30,West,Office Supplies,8,32.08,320.8,120.25,4.2
2023-12-01,North,Office Supplies,7,44.22,309.54,98.07,4.4
2023-12-01,South,Office Supplies,11,48.95,457.68,97.17,3.9
2023-12-01,North,Appliances,7,377.11,2639.77,285.58,3.7
2023-12-02,North,Furniture,7,336.15,2353.05,227.51,3.5
2023-12-03,South,Office Supplies,6,40.93,208.74,162.97,4.8
2023-12-03,East,Technology,8,592.84,5454.13,468.07,4.7
2023-12-06,North,Office Supplies,9,57.54,517.86,105.98,4.8
2023-12-08,North,Furniture,7,327.19,2290.33,183.23,3.6
2023-12-08,North,Furniture,7,398.1,2786.7,312.93,4.1
2023-12-08,East,Office Supplies,2,51.89,119.35,98.45,4.3
2023-12-10,West,Furniture,11,452.72,6224.9,626.81,3.5
2023-12-10,West,Appliances,11,293.92,4041.4,403.15,3.4
2023-12-10,East,Office Supplies,1,45.88,52.76,12.92,4.7
2023-12-11,North,Office Supplies,11,54.43,598.73,74.73,5.0
2023-12-11,South,Appliances,9,251.75,1925.89,179.5,4.0
2023-12-11,East,Office Supplies,7,37.05,298.25,42.95,4.2
2023-12-13,North,Appliances,8,257.77,2062.16,260.82,4.5
2023-12-14,West,Technology,6,636.35,4772.62,381.81,4.7
2023-12-15,South,Office Supplies,3,49.63,126.56,10.12,4.3
2023-12-15,East,Office Supplies,9,46.32,479.41,114.56,3.9
2023-12-16,East,Office Supplies,5,51.8,297.85,51.07,4.4
2023-12-16,East,Office Supplies,5,43.37,249.38,37.0,4.0
2023-12-16,East,Technology,10,537.62,6182.63,529.64,3.2
2023-12-17,West,Office Supplies,6,33.27,249.52,41.86,3.5
2023-12-17,South,Office Supplies,3,34.02,86.75,150.41,4.5
2023-12-17,East,Technology,10,506.03,5819.34,519.59,4.3
2023-12-18,West,Furniture,11,284.13,3906.79,361.7,4.2
2023-12-18,East,Technology,1,577.64,664.29,147.17,4.1
2023-12-18,West,Technology,2,621.14,1552.85,194.9,4.3
2023-12-18,East,Office Supplies,11,49.09,620.99,151.62,3.7
2023-12-18,North,Furniture,5,316.7,1583.5,222.51,3.3
2023-12-18,East,Technology,7,787.37,6338.33,575.83,3.9
2023-12-19,North,Appliances,11,382.2,4204.2,355.43,3.6
2023-12-22,East,Furniture,8,323.46,2975.83,240.69,4.1
2023-12-22,South,Technology,8,611.24,4156.43,412.59,3.2
2023-12-22,North,Technology,1,491.94,491.94,99.01,3.8
2023-12-23,East,Technology,6,644.33,4445.88,433.37,3.3
2023-12-23,East,Office Supplies,6,44.37,306.15,101.31,4.4
2023-12-23,East,Technology,1,719.06,826.92,140.83,4.4
2023-12-23,North,Technology,9,733.86,6604.74,596.15,4.5
2023-12-24,North,Furniture,7,389.74,2728.18,218.25,4.1
2023-12-26,North,Furniture,9,301.75,2715.75,317.96,3.7
2023-12-26,West,Technology,9,462.02,5197.73,493.08,3.8
2023-12-27,East,Appliances,10,265.3,3050.95,244.08,3.5
2023-12-27,East,Furniture,7,381.99,3075.02,323.09,2.6
2023-12-27,North,Furniture,6,409.66,2457.96,335.92,4.0
2023-12-27,North,Office Supplies,1,51.59,51.59,74.85,3.6
2023-12-27,North,Furniture,8,249.57,1996.56,167.81,2.5
2023-12-27,North,Furniture,6,290.62,1743.72,154.95,3.2
2023-12-28,South,Furniture,9,342.98,2623.8,296.2,2.8
2023-12-28,North,Office Supplies,3,42.05,126.15,10.09,4.4
2023-12-29,North,Technology,3,573.77,1721.31,137.7,3.8
2023-12-29,South,Furniture,4,398.04,1353.34,108.27,3.5
2023-12-29,South,Technology,5,574.32,2440.86,244.52,4.4
2023-12-29,West,Office Supplies,1,48.66,60.82,93.85,4.4
2023-12-30,South,Technology,2,512.22,870.77,163.27,4.5
2023-12-30,South,Office Supplies,4,35.23,119.78,83.81,4.2
2023-12-31,North,Furniture,11,354.43,3898.73,336.69,3.7
2024-01-01,East,Appliances,7,367.13,2955.4,293.14,3.9
2024-01-01,North,Office Supplies,10,36.04,360.4,55.33,4.5
2024-01-03,North,Appliances,8,364.93,2919.44,283.27,4.5
2024-01-03,North,Technology,11,408.01,4488.11,428.3,3.6
2024-01-04,East,Furniture,9,291.18,3013.71,291.15,2.4
2024-01-04,East,Office Supplies,2,49.47,113.78,18.89,3.9
2024-01-05,East,Office Supplies,3,50.8,175.26,105.9,3.8
2024-01-05,South,Appliances,4,313.55,1066.07,158.25,3.5
2024-01-06,North,Office Supplies,10,46.65,466.5,137.82,5.0
2024-01-06,South,Technology,11,724.87,6777.53,598.01,4.5
2024-01-06,South,Technology,4,430.04,1462.14,161.06,4.5
2024-01-06,West,Furniture,2,450.46,1126.15,171.1,3.6
2024-01-06,West,Technology,11,622.91,8565.01,783.26,4.0
2024-01-07,North,Appliances,11,206.69,2273.59,249.18,3.0
2024-01-08,West,Technology,8,470.71,4707.1,451.01,3.7
2024-01-08,West,Office Supplies,9,45.64,513.45,107.62,4.2
2024-01-09,South,Technology,5,675.72,2871.81,229.74,4.2
2024-01-09,West,Office Supplies,6,43.07,323.03,30.39,4.3
2024-01-09,West,Furniture,2,409.31,1023.28,119.36,3.5
2024-01-10,West,Technology,5,544.71,3404.44,323.84,4.4
2024-01-10,North,Furniture,3,310.51,931.53,150.95,2.8
2024-01-10,South,Technology,5,628.91,2672.87,269.64,4.6
2024-01-11,South,Office Supplies,7,37.93,225.68,95.51,4.8
2024-01-11,East,Office Supplies,7,51.83,417.23,98.86,4.0
2024-01-11,South,Office Supplies,6,41.87,213.54,126.78,4.2
2024-01-12,West,Furniture,10,380.12,4751.5,396.27,3.1
2024-01-13,East,Office Supplies,11,42.58,538.64,128.2,4.1
2024-01-15,East,Office Supplies,2,29.6,68.08,34.07,4.6
2024-01-16,East,Appliances,4,317.89,1462.29,183.54,4.3
2024-01-17,North,Furniture,9,340.56,3065.04,259.44,2.8
2024-01-17,South,Technology,5,692.91,2944.87,259.22,4.3
2024-01-18,East,Furniture,10,378.19,4349.18,347.93,3.9
2024-01-18,North,Office Supplies,2,49.07,98.14,18.97,4.6
2024-01-19,East,Office Supplies,4,29.99,137.95,23.63,4.6
2024-01-19,East,Furniture,3,333.04,1148.99,133.2,3.4
2024-01-20,North,Furniture,11,236.93,2606.23,280.37,2.9
2024-01-20,West,Furniture,6,341.43,2560.72,236.6,3.2
2024-01-20,West,Technology,6,617.04,4627.8,417.93,3.7
2024-01-20,East,Technology,3,550.62,1899.64,225.45,3.7
2024-01-21,South,Furniture,6,322.58,1645.16,232.35,3.1
2024-01-21,West,Appliances,10,303.64,3795.5,303.64,4.0
2024-01-22,North,Furniture,8,334.17,2673.36,292.74,3.4
2024-01-22,West,Furniture,11,369.93,5086.54,435.01,4.5
2024-01-22,West,Appliances,7,397.72,3480.05,402.72,3.8
2024-01-22,East,Furniture,1,311.69,358.44,119.16,3.9
2024-01-23,East,Furniture,1,372.84,428.77,114.42,3.6
2024-01-24,South,Technology,9,679.68,5199.55,487.04,3.5
2024-01-24,South,Office Supplies,9,36.31,277.77,27.17,5.0
2024-01-24,North,Technology,9,696.25,6266.25,593.4,4.5
2024-01-25,West,Office Supplies,3,44.8,168.0,167.66,4.2
2024-01-27,East,Furniture,11,431.15,5454.05,436.32,3.9
2024-01-28,North,Office Supplies,5,52.88,264.4,48.09,4.1
2024-01-28,East,Office Supplies,1,55.51,63.84,68.53,4.7
2024-01-28,West,Furniture,3,272.5,1021.88,81.75,2.9
2024-01-28,East,Furniture,2,378.44,870.41,169.39,3.2
2024-01-29,North,Office Supplies,3,24.12,72.36,34.36,3.4
2024-01-30,West,Furniture,5,390.19,2438.69,195.1,4.0
2024-01-30,South,Appliances,10,299.94,2549.49,203.96,3.9
2024-01-30,West,Technology,11,509.88,7010.85,596.28,3.6
2024-01-31,East,Technology,1,625.44,719.26,57.54,4.2
2024-02-01,South,Furniture,8,442.39,3008.25,301.15,4.2
2024-02-02,East,Appliances,5,234.42,1347.91,161.67,4.4
2024-02-03,North,Furniture,10,444.69,4446.9,420.27,2.7
2024-02-03,North,Furniture,7,385.67,2699.69,245.79,3.9
2024-02-03,South,Technology,3,671.14,1711.41,169.0,3.8
2024-02-03,North,Appliances,5,373.73,1868.65,252.23,4.5
2024-02-04,North,Furniture,7,349.19,2444.33,317.48,4.0
2024-02-04,North,Furniture,5,500.64,2503.2,264.24,3.5
2024-02-05,North,Furniture,1,309.73,309.73,136.9,3.6
2024-02-07,West,Furniture,4,377.11,1885.55,160.68,5.0
2024-02-08,South,Furniture,1,450.61,383.02,55.46,4.0
2024-02-08,West,Furniture,2,219.34,548.35,43.87,3.5
2024-02-08,North,Technology,9,673.86,6064.74,508.38,3.6
2024-02-09,West,Furniture,8,418.84,4188.4,344.35,3.6
2024-02-09,South,Appliances,7,232.4,1382.78,161.88,4.2
2024-02-09,North,Appliances,7,354.11,2478.77,236.22,4.0
2024-02-09,East,Technology,4,656.26,3018.8,269.75,3.9
2024-02-09,North,Office Supplies,8,53.35,426.8,34.14,4.2
2024-02-10,North,Furniture,10,279.25,2792.5,327.13,4.4
2024-02-10,South,Technology,9,572.16,4377.02,392.32,4.7
2024-02-10,South,Appliances,11,324.48,3033.89,258.18,4.0
2024-02-11,South,Office Supplies,10,36.02,306.17,194.15,4.2
2024-02-12,West,Office Supplies,4,58.23,291.15,33.09,3.3
2024-02-13,South,Appliances,8,214.49,1458.53,144.65,3.6
2024-02-14,West,Office Supplies,2,44.88,112.2,85.93,4.6
2024-02-14,North,Office Supplies,5,49.94,249.7,82.41,3.5
2024-02-14,South,Technology,3,601.02,1532.6,221.56,3.9
2024-02-16,South,Furniture,9,231.96,1774.49,180.86,3.5
2024-02-16,East,Technology,10,684.12,7867.38,677.29,3.9
2024-02-17,North,Furniture,5,281.39,1406.95,148.79,3.1
2024-02-17,West,Furniture,5,324.38,2027.38,193.79,3.7
2024-02-18,East,Furniture,2,314.37,723.05,70.78,3.6
2024-02-18,West,Office Supplies,9,42.46,477.67,59.65,4.2
2024-02-19,North,Technology,6,421.02,2526.12,246.78,3.7
2024-02-19,South,Appliances,5,223.23,948.73,75.9,3.9
2024-02-19,North,Technology,2,619.86,1239.72,156.51,3.4
2024-02-20,North,Office Supplies,2,37.16,74.32,34.79,4.3
2024-02-21,West,Office Supplies,2,50.51,126.28,78.18,4.2
2024-02-21,East,Technology,11,475.28,6012.29,505.46,4.2
2024-02-22,West,Technology,9,745.79,8390.14,707.46,4.2
2024-02-23,North,Furniture,6,364.72,2188.32,275.62,4.5
2024-02-23,West,Office Supplies,10,42.41,530.12,74.43,4.6
2024-02-23,North,Furniture,4,379.76,1519.04,251.38,3.7
2024-02-24,South,Furniture,2,370.25,629.42,151.92,3.7
2024-02-24,West,Technology,9,429.73,4834.46,439.73,3.6
2024-02-24,North,Furniture,7,456.5,3195.5,289.78,3.6
2024-02-26,East,Furniture,7,315.92,2543.16,208.24,3.7
2024-02-26,North,Furniture,9,365.41,3288.69,300.77,4.4
2024-02-26,West,Technology,5,513.87,3211.69,352.14,3.8
2024-02-27,East,Office Supplies,6,28.07,193.68,28.52,4.1
2024-02-27,West,Furniture,1,294.26,367.82,48.24,4.4
2024-02-28,West,Appliances,6,208.47,1563.52,239.65,4.9
2024-02-28,West,Office Supplies,9,61.86,695.92,83.4,4.1
2024-02-28,West,Office Supplies,10,55.53,694.12,127.93,4.6
2024-02-29,South,Furniture,10,273.35,2323.48,259.77,3.6
2024-02-29,South,Technology,11,753.75,7047.56,636.06,4.0
2024-03-01,North,Office Supplies,1,55.25,55.25,4.42,5.0
2024-03-01,North,Furniture,7,331.94,2323.58,237.93,4.2
2024-03-02,East,Furniture,2,336.7,774.41,72.09,3.2
2024-03-02,West,Technology,4,480.59,2402.95,295.68,3.8
2024-03-02,South,Office Supplies,8,45.34,308.31,94.1,4.3
2024-03-03,East,Office Supplies,9,52.59,544.31,144.92,3.9
2024-03-04,South,Technology,5,475.04,2018.92,236.82,4.1
2024-03-04,South,Office Supplies,9,47.93,366.66,107.39,3.6
2024-03-05,East,Office Supplies,4,37.86,174.16,65.92,5.0
2024-03-05,North,Furniture,6,199.81,1198.86,139.47,3.3
2024-03-05,North,Furniture,2,248.03,496.06,148.97,4.0
2024-03-07,North,Appliances,1,341.05,341.05,111.0,3.4
2024-03-08,North,Technology,1,647.43,647.43,136.61,3.3
2024-03-08,North,Furniture,4,410.76,1643.04,219.86,3.2
2024-03-09,East,Office Supplies,1,47.12,54.19,68.69,3.4
2024-03-09,North,Office Supplies,3,56.13,168.39,64.49,4.3
2024-03-09,East,Technology,6,538.17,3713.37,420.69,4.2
2024-03-10,West,Furniture,1,456.49,570.61,131.36,3.4
2024-03-10,West,Furniture,9,497.02,5591.48,546.44,3.9
2024-03-12,West,Technology,10,595.5,7443.75,670.59,3.3
2024-03-12,West,Furniture,6,383.79,2878.42,239.38,4.1
2024-03-13,East,Furniture,3,344.8,1189.56,188.66,4.3
2024-03-13,East,Furniture,1,263.26,302.75,89.55,3.8
2024-03-14,East,Furniture,8,432.61,3980.01,450.73,3.1
2024-03-15,North,Office Supplies,8,44.37,354.96,69.28,3.5
2024-03-16,East,Office Supplies,1,38.0,43.7,60.74,3.7
2024-03-16,North,Office Supplies,7,50.63,354.41,120.7,4.2
2024-03-16,North,Technology,3,484.67,1454.01,188.7,3.8
2024-03-16,North,Appliances,3,292.02,876.06,115.46,4.1
2024-03-17,West,Furniture,6,273.45,2050.88,223.78,3.7
2024-03-17,East,Technology,9,618.8,6404.58,563.94,4.3
2024-03-17,West,Office Supplies,3,52.1,195.38,38.8,3.9
2024-03-19,North,Technology,11,601.33,6614.63,612.74,4.1
2024-03-19,South,Technology,4,629.06,2138.8,229.96,3.7
2024-03-20,West,Furniture,4,433.28,2166.4,173.31,3.5
2024-03-21,East,Furniture,11,411.88,5210.28,455.88,3.5
2024-03-22,North,Office Supplies,7,45.19,316.33,105.61,4.1
2024-03-22,East,Office Supplies,10,48.44,557.06,79.84,4.0
2024-03-23,East,Office Supplies,10,57.79,664.58,118.92,4.4
2024-03-23,West,Office Supplies,7,44.14,386.22,30.9,4.7
2024-03-23,North,Office Supplies,7,33.32,233.24,93.01,4.5
2024-03-23,South,Technology,3,765.27,1951.44,226.62,3.7
2024-03-25,North,Appliances,7,279.27,1954.89,205.98,3.8
2024-03-25,South,Technology,8,589.25,4006.9,381.75,4.9
2024-03-25,North,Office Supplies,2,42.54,85.08,164.32,4.2
2024-03-25,East,Technology,6,533.75,3682.87,340.6,4.2
2024-03-25,South,Office Supplies,9,59.18,452.73,40.56,4.8
2024-03-26,South,Office Supplies,2,44.98,76.47,113.72,4.7
2024-03-26,North,Furniture,1,442.04,442.04,131.58,3.6
2024-03-26,South,Office Supplies,1,49.15,41.78,56.18,4.3
2024-03-26,North,Office Supplies,8,27.27,218.16,72.16,3.9
2024-03-28,East,Technology,7,641.36,5162.95,416.59,3.8
2024-03-29,East,Office Supplies,3,43.86,151.32,48.11,4.5
2024-03-30,West,Technology,11,569.93,7836.54,645.65,4.6
2024-03-30,East,Technology,8,782.13,7195.6,626.34,4.6
2024-03-31,North,Office Supplies,6,51.96,311.76,50.77,4.4
2024-03-31,East,Technology,7,649.99,5232.42,475.29,3.9
2024-04-01,North,Technology,6,728.9,4373.4,349.87,4.3
2024-04-02,East,Office Supplies,7,43.13,347.2,90.65,4.2
2024-04-04,East,Office Supplies,8,48.54,446.57,139.09,3.4
2024-04-04,East,Office Supplies,6,36.51,251.92,41.35,4.7
2024-04-05,North,Office Supplies,5,42.05,210.25,62.97,4.4
2024-04-06,North,Technology,4,317.95,1271.8,199.16,3.5
2024-04-06,West,Furniture,2,348.82,872.05,99.39,3.6
2024-04-06,North,Furniture,6,366.13,2196.78,250.78,3.4
2024-04-06,South,Furniture,9,371.39,2841.13,272.82,3.7
2024-04-07,West,Appliances,11,271.55,3733.81,359.13,3.6
2024-04-07,East,Technology,1,640.83,736.95,96.72,4.0
2024-04-08,North,Appliances,10,270.86,2708.6,254.54,4.6
2024-04-08,North,Appliances,11,226.4,2490.4,245.07,3.7
2024-04-08,North,Technology,3,641.84,1925.52,177.85,3.6
2024-04-09,West,Office Supplies,11,39.06,537.08,81.29,4.1
2024-04-09,West,Technology,3,549.12,2059.2,249.15,3.7
2024-04-10,West,Office Supplies,11,47.74,656.42,114.93,5.0
2024-04-10,East,Office Supplies,9,39.04,404.06,134.25,4.1
2024-04-10,South,Appliances,2,266.14,452.44,99.49,4.6
2024-04-10,North,Office Supplies,5,36.75,183.75,46.56,4.2
2024-04-10,East,Furniture,8,420.69,3870.35,354.26,3.1
2024-04-10,South,Office Supplies,9,50.16,383.72,34.1,4.2
2024-04-11,West,Technology,2,520.05,1300.12,161.61,4.9
2024-04-11,North,Appliances,11,299.94,3299.34,297.13,4.5
2024-04-12,West,Office Supplies,11,37.33,513.29,58.86,4.1
2024-04-12,North,Office Supplies,6,36.99,221.94,120.36,4.3
2024-04-13,North,Furniture,2,377.83,755.66,97.87,4.2
2024-04-15,West,Furniture,2,360.97,902.42,127.84,3.3
2024-04-15,West,Office Supplies,9,34.28,385.65,137.57,4.5
2024-04-16,West,Technology,9,551.7,6206.62,591.06,4.1
2024-04-17,East,Furniture,5,366.24,2105.88,235.29,3.9
2024-04-19,North,Office Supplies,10,45.26,452.6,186.84,3.6
2024-04-19,East,Office Supplies,1,38.95,44.79,70.65,3.4
2024-04-19,North,Office Supplies,10,39.28,392.8,91.83,3.6
2024-04-20,North,Appliances,6,218.49,1310.94,244.28,3.3
2024-04-21,South,Technology,3,727.93,1856.22,261.26,4.7
2024-04-24,East,Office Supplies,10,35.71,410.66,85.79,4.1
2024-04-24,South,Office Supplies,9,36.31,277.77,61.32,3.7
2024-04-25,East,Furniture,1,413.64,475.69,60.57,3.0
2024-04-25,North,Office Supplies,2,52.52,105.04,103.61,4.0
2024-04-25,West,Office Supplies,9,47.85,538.31,58.23,3.9
2024-04-26,North,Office Supplies,4,45.48,181.92,37.85,3.3
2024-04-26,South,Furniture,11,321.19,3003.13,285.94,3.6
2024-04-26,North,Furniture,11,376.11,4137.21,401.97,3.9
2024-04-28,North,Office Supplies,11,42.85,471.35,86.58,4.7
2024-04-28,East,Technology,6,652.6,4502.94,365.98,3.2
2024-04-28,North,Furniture,2,307.93,615.86,151.74,4.1
2024-04-29,North,Office Supplies,6,58.32,349.92,89.26,3.9
2024-04-29,East,Appliances,8,269.24,2477.01,294.5,4.9
2024-04-29,South,Furniture,10,340.53,2894.5,337.7,3.5
2024-04-30,West,Furniture,11,378.03,5197.91,460.34,2.7
2024-05-01,South,Office Supplies,11,54.19,506.68,91.96,4.5
2024-05-02,West,Furniture,9,317.33,3569.96,391.49,3.9
2024-05-02,East,Office Supplies,11,46.31,585.82,119.79,3.5
2024-05-02,West,Office Supplies,10,38.32,479.0,40.44,3.6
2024-05-03,South,Office Supplies,11,35.88,335.48,116.1,3.3
2024-05-03,North,Office Supplies,1,49.3,49.3,42.84,4.2
2024-05-03,West,Office Supplies,11,45.8,629.75,161.33,4.9
2024-05-03,North,Appliances,5,278.54,1392.7,156.95,4.7
2024-05-04,West,Office Supplies,7,54.6,477.75,78.26,4.1
2024-05-04,South,Appliances,7,250.57,1490.89,167.41,4.2
2024-05-04,East,Office Supplies,8,48.68,447.86,62.14,4.2
2024-05-05,South,Furniture,9,382.43,2925.59,268.37,2.9
2024-05-06,West,Technology,4,699.57,3497.85,348.94,4.4
2024-05-07,East,Office Supplies,9,47.66,493.28,73.02,4.0
2024-05-07,East,Office Supplies,11,47.3,598.34,152.26,4.3
2024-05-07,North,Office Supplies,2,47.65,95.3,74.14,4.4
2024-05-08,South,Office Supplies,7,36.05,214.5,17.16,4.5
2024-05-10,North,Office Supplies,1,50.19,50.19,57.51,4.2
2024-05-10,North,Appliances,2,201.67,403.34,124.59,3.7
2024-05-10,East,Office Supplies,8,33.4,307.28,84.16,4.0
2024-05-11,North,Appliances,5,372.59,1862.95,149.04,3.7
2024-05-11,East,Furniture,8,321.62,2958.9,256.54,2.9
2024-05-11,East,Technology,2,581.26,1336.9,179.78,3.1
2024-05-12,West,Appliances,7,218.61,1912.84,209.93,3.9
2024-05-13,East,Technology,8,630.39,5799.59,497.43,3.5
2024-05-13,South,Office Supplies,5,59.95,254.79,80.43,4.0
2024-05-15,North,Furniture,11,311.47,3426.17,330.28,2.7
2024-05-16,North,Office Supplies,9,46.52,418.68,91.23,4.1
2024-05-16,East,Office Supplies,5,32.04,184.23,75.12,3.4
2024-05-16,West,Technology,5,586.24,3664.0,336.61,3.9
2024-05-19,West,Office Supplies,1,51.91,64.89,25.6,5.0
2024-05-19,North,Technology,4,528.59,2114.36,297.55,4.4
2024-05-19,North,Appliances,5,263.29,1316.45,227.8,4.6
2024-05-19,South,Technology,3,471.3,1201.82,116.7,3.7
2024-05-19,South,Furniture,6,376.62,1920.76,240.19,3.3
2024-05-20,East,Technology,4,591.28,2719.89,217.59,3.6
2024-05-20,South,Office Supplies,3,45.67,116.46,128.89,4.0
2024-05-21,West,Technology,7,601.66,5264.52,475.27,3.9
2024-05-21,West,Office Supplies,2,48.8,122.0,25.7,4.4
2024-05-21,South,Office Supplies,11,51.03,477.13,70.71,3.8
2024-05-21,East,Technology,11,733.86,9283.33,807.1,3.2
2024-05-22,East,Office Supplies,6,57.13,394.2,62.32,4.6
2024-05-22,West,Office Supplies,1,50.51,63.14,48.3,4.3
2024-05-23,West,Office Supplies,2,44.35,110.88,86.47,4.1
2024-05-24,East,Furniture,11,392.04,4959.31,420.86,3.4
2024-05-25,East,Furniture,6,298.52,2059.79,263.31,3.0
2024-05-25,North,Office Supplies,5,53.91,269.55,126.52,4.0
2024-05-25,North,Appliances,10,251.4,2514.0,306.37,4.5
2024-05-26,South,Office Supplies,4,48.92,166.33,101.75,4.8
2024-05-26,West,Furniture,7,280.9,2457.87,285.13,3.0
2024-05-27,East,Office Supplies,3,48.71,168.05,26.21,3.7
2024-05-27,South,Technology,6,688.59,3511.81,361.96,3.6
2024-05-28,North,Office Supplies,4,46.38,185.52,145.34,4.5
2024-05-28,East,Office Supplies,3,56.91,196.34,15.71,3.9
2024-05-28,West,Office Supplies,3,38.18,143.17,23.59,4.7
2024-05-28,West,Furniture,5,402.61,2516.31,289.05,4.3
2024-05-29,West,Technology,4,642.92,3214.6,318.9,3.9
2024-05-29,West,Office Supplies,6,52.76,395.7,94.55,4.6
2024-05-29,South,Appliances,1,255.32,217.02,117.0,3.6
2024-05-29,East,Technology,2,634.57,1459.51,167.91,4.1
2024-05-29,South,Furniture,7,389.29,2316.28,213.3,4.0
2024-05-30,East,Technology,6,743.5,5130.15,469.72,3.6
2024-05-31,East,Furniture,5,405.36,2330.82,264.45,4.2
2024-05-31,West,Technology,4,478.03,2390.15,237.62,3.3
2024-05-31,West,Office Supplies,11,39.35,541.06,72.33,4.8
2024-05-31,West,Office Supplies,11,34.15,469.56,106.25,3.9
2024-06-01,West,Office Supplies,9,40.32,453.6,121.21,4.3
2024-06-01,South,Appliances,4,280.62,954.11,199.85,3.3
2024-06-02,East,Office Supplies,1,47.22,54.3,41.44,4.6
2024-06-02,East,Office Supplies,8,45.54,418.97,116.12,4.7
2024-06-02,North,Office Supplies,7,33.12,231.84,127.81,4.3
2024-06-03,North,Technology,4,578.99,2315.96,243.06,3.8
2024-06-03,North,Appliances,6,173.33,1039.98,206.49,3.7
2024-06-03,North,Furniture,2,217.89,435.78,81.73,3.6
2024-06-03,West,Office Supplies,9,42.05,473.06,131.52,4.0
2024-06-04,East,Office Supplies,2,51.78,119.09,131.02,4.4
2024-06-04,North,Office Supplies,2,55.7,111.4,23.2,3.5
2024-06-05,West,Furniture,11,285.04,3919.3,364.15,3.7
2024-06-05,South,Appliances,10,211.52,1797.92,164.03,3.9
2024-06-06,North,Appliances,10,347.47,3474.7,358.06,5.0
2024-06-07,South,Technology,4,500.89,1703.03,232.78,4.4
2024-06-07,East,Technology,7,724.32,5830.78,524.5,3.5
2024-06-07,East,Technology,3,766.12,2643.11,308.17,4.4
2024-06-08,South,Furniture,5,251.36,1068.28,114.02,3.0
2024-06-08,West,Office Supplies,8,38.35,383.5,104.11,4.5
2024-06-10,West,Furniture,2,223.57,558.92,113.22,3.8
2024-06-10,West,Technology,1,486.22,607.78,169.5,4.7
2024-06-11,South,Office Supplies,1,54.32,46.17,78.91,4.3
2024-06-12,South,Technology,4,440.5,1497.7,135.93,4.0
2024-06-13,East,Office Supplies,6,42.86,295.73,77.12,4.7
2024-06-13,East,Appliances,9,317.75,3288.71,325.08,4.6
2024-06-14,South,Office Supplies,8,35.74,243.03,68.8,4.3
2024-06-14,East,Technology,5,529.36,3043.82,296.91,3.7
2024-06-15,West,Furniture,6,354.0,2655.0,296.45,3.9
2024-06-15,South,Furniture,5,282.26,1199.6,152.02,3.4
2024-06-16,North,Office Supplies,7,40.29,282.03,87.08,4.9
2024-06-16,East,Office Supplies,4,40.97,188.46,15.08,3.9
2024-06-17,South,Office Supplies,11,33.52,313.41,70.38,4.6
2024-06-17,East,Office Supplies,2,60.98,140.25,12.5,5.0
2024-06-17,East,Furniture,11,389.36,4925.4,474.2,3.9
2024-06-19,South,Office Supplies,11,42.66,398.87,126.9,3.2
2024-06-19,North,Office Supplies,8,48.85,390.8,121.14,3.6
2024-06-19,East,Office Supplies,6,50.25,346.72,58.37,3.3
2024-06-19,South,Appliances,1,267.68,227.53,46.61,3.9
2024-06-19,West,Furniture,5,398.89,2493.06,270.44,3.5
2024-06-20,East,Furniture,5,305.53,1756.8,192.35,3.8
2024-06-20,West,Furniture,2,295.25,738.12,111.25,4.3
2024-06-21,North,Furniture,5,370.98,1854.9,170.44,3.4
2024-06-21,East,Office Supplies,4,29.35,135.01,80.97,4.1
2024-06-22,South,Furniture,11,479.12,4479.77,427.35,4.0
2024-06-22,North,Furniture,8,308.8,2470.4,278.77,3.4
2024-06-22,East,Furniture,4,347.98,1600.71,173.0,4.0
2024-06-22,East,Office Supplies,11,50.09,633.64,72.37,5.0
2024-06-24,West,Technology,4,477.96,2389.8,236.61,3.3
2024-06-24,South,Office Supplies,10,39.16,332.86,90.11,4.3
2024-06-25,North,Furniture,7,312.62,2188.34,224.46,4.1
2024-06-25,West,Technology,9,474.05,5333.06,508.46,4.2
2024-06-27,East,Furniture,10,376.53,4330.09,404.8,3.9
2024-06-27,West,Technology,11,407.79,5607.11,448.57,4.2
2024-06-28,East,Appliances,9,273.32,2828.86,273.51,3.8
2024-06-28,East,Appliances,8,181.92,1673.66,252.06,3.8
2024-06-28,North,Office Supplies,9,48.54,436.86,34.95,4.3
2024-06-30,North,Office Supplies,7,47.28,330.96,84.18,4.1
2024-06-30,South,Technology,10,536.72,4562.12,450.4,3.7
2024-07-01,North,Office Supplies,6,38.95,233.7,138.26,4.1
2024-07-01,East,Appliances,4,209.99,965.95,162.42,4.3
2024-07-01,West,Furniture,11,308.9,4247.38,426.73,3.4
2024-07-01,West,Office Supplies,1,59.8,74.75,86.13,3.7
2024-07-01,South,Office Supplies,9,33.35,255.13,99.64,3.6
2024-07-01,North,Office Supplies,8,31.17,249.36,52.85,4.2
2024-07-03,West,Technology,11,432.55,5947.56,501.26,3.6
2024-07-03,North,Office Supplies,4,64.66,258.64,99.19,3.9
2024-07-03,East,Furniture,7,352.88,2840.68,267.96,3.6
2024-07-04,East,Office Supplies,4,51.95,238.97,19.12,5.0
2024-07-04,North,Appliances,5,246.35,1231.75,147.08,4.1
2024-07-04,South,Technology,5,574.29,2440.73,232.65,3.8
